회사명,주소,기업규모
(주)지앤테크,충청남도 아산시 영인면 토정로 8 102호,중소기업
지원아이앤씨 주식회사,경상남도 함안군 가야읍 중앙남3길 30 2층,중소기업
(주)엔지테크,서울특별시 구로구 디지털로26길 123 1504(구로동지플러스코오롱디지털타워) (구로동),중소기업
글로벌정보통신(주),경기도 김포시 대곶면 대곶남로501번길 34-1,중소기업
주식회사 메타플레이스,강원도 춘천시 한림대학길 1 창업보육센터 12203호 (옥천동),중소기업
주식회사 건우이엔지,전라남도 화순군 동면 동농공길 15 2동,중소기업
(주)대유넥스티어,서울특별시 성동구 성수일로 99 506호 507호 508호 509호 (성수동1가 서울숲AK밸리 지식산업센터),중소기업
(주)유명통신,경상남도 창원시 마산합포구 노산남7길 3 (상남동),중소기업
(주)알앤아이,인천광역시 부평구 부평대로 337 613호614호(청천동 부평 제이타워3차 지식산업센터),중소기업
동성시스템(주),대구광역시 달서구 성서서로40길 8 303호 (갈산동 풍림빌딩),중소기업
(주)무한정보,충청북도 청주시 청원구 상당로 314 365호(내덕동청주첨단문화단지),중소기업
(주) 네오넥스소프트,서울특별시 구로구 디지털로33길 28 808호(구로동우림이비지센타1차),중소기업
(주)비앤씨솔루션,서울특별시 양천구 목동동로 233-1 1318호(목동 드림타워),중소기업
완전정보통신주식회사,전라북도 전주시 완산구 하거마2길 22-4 (삼천동1가),중소기업
일진씨앤에스 주식회사,서울특별시 마포구 마포대로 45 14층 (도화동 일진빌딩),중소기업
주식회사 서전일렉스,경상남도 창원시 성산구 완암로 50(성산동 에스케이테크노파크 넥스동 601호),중소기업
주식회사 에스맵아이티(S-map IT CO.Ltd),경기도 여주시 청심로 171-1 (상동),중소기업
주식회사 리딩컨버젼스,서울특별시 양천구 목동동로 233 2층(목동 한국방송회관),중소기업
(주)어피니티,경기도 안양시 동안구 흥안대로 427번길 16 2층 208호. 209호(관양동 평촌디지털엠파이어),중소기업
인프라닉스(주),서울특별시 서초구 서초중앙로 66 3층 5층 (서초동 서초빌딩),중소기업
(주)시공문화,경기도 김포시 양촌읍 황금4로 74,중소기업
(주)하람정보통신,경상남도 김해시 호계로 555번길 2-9,중소기업
주식회사 로믹코리아,서울특별시 강남구 영동대로86길 18 2층(대치동),중소기업
주식회사 나인라이트,경기도 용인시 기흥구 동백중앙로 191 8층 씨8683호(중동 씨티프라자),중소기업
(주)명성티피엠씨,서울특별시 강남구 논현로 209 102동 804호 (도곡동 경남아파트),중소기업
바르티(Varty),서울특별시 강동구 천호대로173길 50 110호 (길동 한솔브리즈아파트),중소기업
(주)인노인,서울특별시 동작구 양녕로25길 32 201 (상도동),중소기업
(주) 광희테크윈,전라북도 김제시 봉남면 신호1길 9,중소기업
에스디지컴 주식회사,서울특별시 구로구 공원로 41 301호 (구로동 현대파크빌),중소기업
주식회사 러닝시큐리티,서울특별시 마포구 새창로 11 공덕빌딩 13층 1362호 (도화동),중소기업
(주)콜라보,부산광역시 사상구 대동로 290 5층 (감전동),중소기업
(주)아이티벨리,광주광역시 서구 풍서좌로299번길 17 (세하동),중소기업
(주)케이에스씨앤씨,경기도 용인시 기흥구 동백3로11번길 33 801-26호 (중동 새롬프라자),중소기업
주식회사 천맥,충청남도 천안시 동남구 원거리11길 51 2층 (원성동),중소기업
(주)골든플래닛,서울특별시 강남구 언주로 535 6층8층9층10층12층13층 (역삼동 골든플래닛타워),중소기업
(주)비아이엠플랜스,경기도 고양시 일산동구 중앙로1275번길 60-30 4층 401-48호 (장항동),중소기업
주식회사 매스씨앤지,서울특별시 마포구 성암로 330(상암동 디엠씨첨단산업센터4층),중소기업
(주)엑세스아이씨티,부산광역시 해운대구 센텀서로 39 10층 1007호 (우동 영상산업센터),중소기업
주식회사 엠키스코어,서울특별시 송파구 올림픽로 203 2층 215-1호 (잠실동 중앙상가),중소기업
(주)위너지비엠,대전광역시 서구 월평로87번길 29(월평동 위너빌딩),중소기업
주식회사 세이프모션,광주광역시 북구 첨단과기로208번길 43-10 B동 424호 (오룡동),중소기업
(주)디엠티랩스,서울특별시 용산구 한강대로40길 18 4층 404호 (한강로2가 다이빌딩),중소기업
주식회사 에듀인컴,서울특별시 영등포구 선유로 130 409410호 (양평동3가 에이스 하이테크3),중소기업
악당이반(주),경기도 파주시 회동길 454 (문발동),중소기업
주식회사 이노트랙,서울특별시 마포구 독막로 320 1509호 (도화동 태영데시앙),중소기업
(주)디자인넷,경기도 부천시 석천로 397 202동 401호 (삼정동 부천테크노파크쌍용3차),중소기업
남부솔루션 주식회사,전라남도 나주시 왕곡면 혁신산단로 160,중소기업
주식회사 호덕아이앤씨,세종특별자치시 조치원읍 오봉로 29-28,중소기업
(주)카스하이퍼씨앤씨,인천광역시 부평구 수변로 99 (부개동),중소기업
(주)글로베이,제주특별자치도 제주시 신대로10길 19 4층 (연동),중소기업
삼성기전주식회사,경상북도 칠곡군 지천면 금호로1길 32 나동,중소기업
주식회사 에스이엔지,경상남도 창원시 의창구 평산로 23 318호(팔용동 신화테크노밸리),중소기업
주식회사 쿠노소프트,서울특별시 성북구 안암로 145 (안암동5가 고려대학교 산학관),중소기업
주식회사 가온,강원도 정선군 정선읍 정선로 1344,중소기업
주성시스템(주),서울특별시 성동구 성수일로10길 32 405호 (성수동2가 창미빌딩 ),중소기업
주식회사 케이정보,경상북도 영덕군 영덕읍 남석길 53,중소기업
(주)셀빅,서울특별시 성동구 성수일로 55 403호 (성수동1가 SK테크노빌딩),중소기업
주식회사 명광,대전광역시 유성구 안금로 45 (안산동),중소기업
(주)미래융합연구원,서울특별시 용산구 청파로 40 1214호 (한강로3가 삼구빌딩),중소기업
소리행성 주식회사,경기도 파주시 회동길 454 3층 (문발동),중소기업
주식회사 수우,부산광역시 동래구 쇠미로217번길 22 (온천동),중소기업
(주)삼우건설,경상남도 진주시 사들로 20 404호 (충무공동),중소기업
(주)산들지리정보,울산광역시 울주군 삼남읍 방기9길 9 ((산들빌딩)),중소기업
코리아엑스퍼트(주),서울 영등포구 양평로 22길 21 1207 (양평동5가선유도코오롱디지털타워),중소기업
(주)제스아이앤씨,서울특별시 구로구 디지털로 242 501호(구로동한화비즈메트로1차),중소기업
유디포엠 주식회사,대전광역시 유성구 전민로 74 605호(전민동만조빌딩),중소기업
효창엔지니어링(주),강원도 춘천시 춘천로 380 (후평동),중소기업
주식회사 인성시스템,전라남도 나주시 동수농공단지길 99-21 (동수동),중소기업
주식회사 천하정보통신,전라북도 임실군 관촌면 사선로 54,중소기업
(주)에스포스텔레콤,인천광역시 부평구 경인로1185번길 1 302호 (일신동),중소기업
우정정보통신(주),인천광역시 부평구 부평대로 301 308동 1호(청천동 남광센트렉스),중소기업
(주)오시에스티,서울특별시 성동구 성수이로7가길 13 (성수동2가),중소기업
(주)와이비에스,서울특별시 관악구 관악로 122 401호(봉천동평창빌딩),중소기업
주식회사 다함,부산광역시 강서구 유통단지1로 50 221동 2층 201호(대저2동 부산티플렉스),중소기업
아이투유씨앤에스 주식회사,서울특별시 영등포구 당산로38길 9-3 202호(당산동4가 신광빌딩),중소기업
주식회사 세일시스템,경기도 성남시 중원구 사기막골로 124 비즈센터동 916호(상대원동 에스케이엔테크노파크),중소기업
주식회사 씨큐윈,서울특별시 성동구 아차산로17길 49 924호 (성수동2가 생각공장 데시앙플렉스),중소기업
대주정보산업 주식회사,전라북도 군산시 동안길 17 (개정동),중소기업
케이에스정보기술 주식회사,경기도 광주시 오포읍 마루들길35번길 3 3동,중소기업
주식회사 에이치오아이씨티,대전광역시 유성구 북유성대로 303 605호 (반석동 뉴타운프라자),중소기업
주식회사 동아사무기와알파문구,강원도 원주시 능라동길 35 104호105호202호203호204호 (무실동),중소기업
주식회사 되고시스템,대전광역시 유성구 은구비남로33번길 29 3층 (지족동 홍송빌딩),중소기업
(주)렉터슨,경상남도 창원시 마산합포구 가포신항남로 12-1(가포동),중소기업
(주) 북큐브네트웍스,서울특별시 구로구 디지털로33길 27 905호 906호 907호 (구로동 삼성IT밸리),중소기업
(주)컨텍,대전광역시 유성구 과학로 169-84 22동 201호 (어은동),중소기업
쓰고쓰다 무형유산기록콘텐츠 사회적협동조합,경기도 파주시 회동길 454 3층 엠호 (문발동),중소기업
주식회사 아주아이앤씨,충청북도 충주시 칠지9길 10 (칠금동),중소기업
(주)도현정보기술,경상남도 밀양시 시청서길 7 1층 101호(내이동),중소기업
에이트리정보통신주식회사,충청남도 서산시 수석산업로 125 (수석동),중소기업
주식회사 라인기술단,경상남도 진주시 동부로169번길 12 비동 705호 (충무공동),중소기업
(주) 케이디정보기술,서울특별시 영등포구 선유로 146 1414호(양평동3가 이앤씨드림타워),중소기업
주식회사 케이피원,서울특별시 성동구 성수이로20길 16 905호 (성수동2가),중소기업
주식회사 나로,충청북도 충주시 칠지9길 10 2층 (칠금동),중소기업
엔바이로스위트코리아 유한회사,서울특별시 강남구 테헤란로 521 5층(삼성동 파르나스타워),중소기업
(주)옥승이엔씨,경상남도 양산시 물금읍 가촌동1길 36,중소기업
주식회사 씨앤엘텍(CNL. TEC),서울특별시 금천구 벚꽃로 298 1301-20호 (가산동 대륭포스트타워6차),중소기업
(주)예성전기통신,대구광역시 북구 유통단지로24길 11 (산격동),중소기업
주식회사 아인톱시스템,서울특별시 마포구 성암로 179 13층 (상암동 한샘상암),중소기업
주식회사 금탑전기통신,대전광역시 대덕구 오정로63번길 28-11 (오정동),중소기업
수영개발산업 주식회사,충청남도 금산군 추부면 신평공단1로 100,중소기업
주식회사 조은엔지니어링,경상남도 진주시 동부로169번길 12 비동704호 (충무공동 윙스타워),중소기업
주군이앤씨 주식회사,경기도 성남시 수정구 위례광장로 328 705호(창곡동 우성위례타워),중소기업
한국펀드평가 주식회사 (Korea Fund Ratings Co.),서울특별시 종로구 세종대로 149(세종로 광화문빌딩 9층),중소기업
(주)이우티이씨,경기도 용인시 처인구 양지면 중부대로2513번길 38,중소기업
(주)바비젼,서울특별시 영등포구 버드나루로14가길 3 101호 (영등포동7가),중소기업
